"ScanID","PFT","area","350","400","450","500","550","600","650","700","750","800","850","900","950","1000","1050","1100","1150","1200","1250","1300","1350","1400","1450","1500","1550","1600","1650","1700","1750","1800","1850","1900","1950","2000","2050","2100","2150","2200","2250","2300","2350","2400","2450","2500","PFT_2","PFT_3"
"eqaswl_AK2018_01","equsyl","AK2018",0.171986,0.067138,0.044933,0.050823,0.142503,0.08295,0.04946,0.133303,0.682441,0.738161,0.754786,0.760372,0.738287,0.738146,0.777076,0.780199,0.680557,0.642451,0.664944,0.645049,0.51903,0.254647,0.167235,0.213549,0.287217,0.344858,0.378754,0.374073,0.338766,0.318053,0.293481,0.081414,0.065547,0.098953,0.140276,0.18074,0.215381,0.231221,0.223934,0.188663,0.158048,0.126608,0.093104,0.074408,"Equisetum sylvaticum","Forb"
"eqaswl_AK2018_02","equsyl","AK2018",0.190443,0.07276,0.049567,0.056873,0.158516,0.095425,0.057885,0.148329,0.719504,0.786327,0.810642,0.822817,0.80599,0.809788,0.851575,0.856164,0.753702,0.712337,0.738338,0.719271,0.59082,0.322129,0.223306,0.271053,0.344701,0.401121,0.436422,0.427222,0.392272,0.373935,0.353383,0.125918,0.100631,0.142808,0.183613,0.220604,0.25388,0.271209,0.262218,0.222612,0.194331,0.164192,0.125161,0.100505,"Equisetum sylvaticum","Forb"
"eqaswl_AK2018_03","equsyl","AK2018",0.178329,0.065351,0.045438,0.050807,0.135495,0.085536,0.054118,0.13218,0.678636,0.752145,0.774562,0.784581,0.757171,0.755838,0.803366,0.806808,0.689978,0.649479,0.67545,0.653188,0.517664,0.252328,0.168536,0.214999,0.287458,0.343522,0.377283,0.371694,0.33714,0.315727,0.291595,0.084706,0.068876,0.103606,0.143677,0.181311,0.211895,0.226601,0.220105,0.186821,0.156799,0.127513,0.095095,0.072807,"Equisetum sylvaticum","Forb"
"eqaswl_AK2018_04","equsyl","AK2018",0.189661,0.073658,0.048534,0.054158,0.145671,0.087207,0.053514,0.137439,0.713873,0.782282,0.80309,0.812755,0.790588,0.793297,0.83703,0.841507,0.734004,0.696351,0.722145,0.700225,0.564421,0.283907,0.192251,0.243319,0.320474,0.379757,0.41458,0.407759,0.369805,0.347723,0.322584,0.09478,0.07711,0.116928,0.162642,0.203322,0.237333,0.253093,0.245416,0.208338,0.176131,0.14248,0.104852,0.081173,"Equisetum sylvaticum","Forb"
"picmar_AK2018_01","picmar","AK2018",0.128291,0.069087,0.058667,0.058166,0.12541,0.084276,0.053951,0.117922,0.328334,0.331149,0.329869,0.326672,0.314566,0.300877,0.311116,0.309114,0.272333,0.250119,0.261334,0.254677,0.202466,0.094702,0.057527,0.072813,0.095764,0.115691,0.128643,0.120834,0.108798,0.104502,0.098208,0.030342,0.027806,0.03631,0.045982,0.052765,0.061657,0.069777,0.063577,0.050439,0.043034,0.035603,0.027276,0.022036,"Picea mariana","Tree"
"picmar_AK2018_02","picmar","AK2018",0.103303,0.052217,0.044562,0.046264,0.083097,0.063473,0.047345,0.089762,0.262597,0.280026,0.290857,0.299675,0.302033,0.300902,0.321193,0.332326,0.30549,0.287863,0.313441,0.315569,0.255586,0.125056,0.077462,0.097242,0.126521,0.151409,0.167202,0.151668,0.138296,0.136801,0.13166,0.03985,0.03349,0.047407,0.059827,0.067023,0.076122,0.087244,0.07715,0.056914,0.050413,0.043555,0.03317,0.026379,"Picea mariana","Tree"
"picmar_AK2018_03","picmar","AK2018",0.178293,0.079456,0.059589,0.056235,0.120196,0.078173,0.050405,0.115533,0.485109,0.505987,0.507603,0.503082,0.474523,0.445076,0.472344,0.470774,0.384515,0.335442,0.361401,0.350452,0.254038,0.101515,0.056517,0.072919,0.098588,0.12298,0.139593,0.128605,0.114448,0.110502,0.103798,0.027832,0.023674,0.032806,0.042927,0.050369,0.059386,0.068883,0.060711,0.045373,0.038269,0.031503,0.022365,0.016269,"Picea mariana","Tree"
"picmar_AK2018_04","picmar","AK2018",0.12119,0.056069,0.044903,0.04696,0.092175,0.065722,0.047013,0.0982,0.315998,0.33449,0.346592,0.356942,0.358604,0.355626,0.37909,0.391705,0.355905,0.331573,0.361435,0.362869,0.289171,0.135957,0.081492,0.102492,0.134709,0.162466,0.180696,0.164705,0.1501,0.147973,0.142595,0.04277,0.036051,0.04858,0.06103,0.068553,0.077815,0.089573,0.078932,0.059781,0.05332,0.046241,0.036625,0.030777,"Picea mariana","Tree"
"picmar_AK2018_05","picmar","AK2018",0.125284,0.062804,0.052761,0.052486,0.102089,0.071232,0.048811,0.100582,0.321173,0.329908,0.330483,0.328228,0.314499,0.299131,0.313562,0.313186,0.26846,0.239415,0.254094,0.247958,0.190108,0.085396,0.049955,0.061535,0.080487,0.098061,0.10984,0.102326,0.092275,0.089631,0.085656,0.026532,0.021972,0.029447,0.036846,0.042188,0.048987,0.055254,0.049652,0.038821,0.033131,0.028766,0.020915,0.016435,"Picea mariana","Tree"
"picmar_AK2018_06","picmar","AK2018",0.17182,0.082086,0.069696,0.069977,0.142982,0.098477,0.06688,0.139094,0.465858,0.48199,0.484692,0.482551,0.466793,0.447788,0.468216,0.468767,0.405819,0.363503,0.387443,0.380403,0.297075,0.13859,0.080649,0.100666,0.130877,0.157706,0.175674,0.161291,0.146933,0.14456,0.139726,0.039643,0.03148,0.045028,0.057854,0.064778,0.0743,0.085829,0.076962,0.057114,0.049589,0.041935,0.031043,0.024892,"Picea mariana","Tree"
"picmar_AK2018_07","picmar","AK2018",0.175014,0.092701,0.08139,0.080768,0.146793,0.104475,0.074922,0.144311,0.463949,0.479257,0.480621,0.477573,0.456509,0.437054,0.460472,0.460066,0.388049,0.346622,0.368496,0.357799,0.268836,0.113668,0.066893,0.084491,0.114439,0.142129,0.159433,0.148049,0.132163,0.126488,0.118185,0.035245,0.029749,0.03856,0.049027,0.058548,0.068473,0.07801,0.069082,0.052648,0.044641,0.036677,0.028237,0.022496,"Picea mariana","Tree"
